ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS
1334	full	PangKham	noɁ	noɁ	n o ʔ		1-85	4 7 1	AXN	NUH	14	14.N.C 14.U.V 14.H.c	2.0 1.5 0.8	noʔ	0	703	n o ʔ	703
1335	full	ManLoi	nok	nok	n o k		1-85	4 7 1	AXN	NUK	8	8.N.C 8.U.V 8.K.c	2.0 1.5 0.8	nok	0	703	n o k	703
1336	full	MengDan	noʔ	noʔ	n o ʔ	khan1274	1-85	4 7 1	AXN	NUH	9	9.N.C 9.U.V 9.H.c	2.0 1.5 0.8	noʔ	0	703	n o ʔ	703
1337	full	ChuDongGua	nok	nok	n o k		1-85	4 7 1	AXN	NUK	3	3.N.C 3.U.V 3.K.c	2.0 1.5 0.8	nok	0	703	n o k	703
1338	full	XiangZhaiTang	nouɁ	nouɁ	n ou ʔ	ruma1248	1-85	4 7 1	AXN	NUH	16	16.N.C 16.U.V 16.H.c	2.0 1.5 0.8	nouʔ	0	703	n ou ʔ	703
1339	full	PongNuea	nouɁ	nouɁ	n ou ʔ		1-85	4 7 1	AXN	NUH	15	15.N.C 15.U.V 15.H.c	2.0 1.5 0.8	nouʔ	0	703	n ou ʔ	703
1340	full	NyaungGone	nouʔ	nouʔ	n ou ʔ		1-85	4 7 1	AXN	NUH	13	13.N.C 13.U.V 13.H.c	2.0 1.5 0.8	nouʔ	0	703	n ou ʔ	703
1341	full	NoeLae	nouɁ	nouɁ	n ou ʔ		1-85	4 7 1	AXN	NUH	12	12.N.C 12.U.V 12.H.c	2.0 1.5 0.8	nouʔ	0	703	n ou ʔ	703
1342	full	BanPaw	nouɁ	nouɁ	n ou ʔ		1-85	4 7 1	AXN	NUH	1	1.N.C 1.U.V 1.H.c	2.0 1.5 0.8	nouʔ	0	703	n ou ʔ	703
1343	full	ChaYeQing	nok	nok	n o k		1-85	4 7 1	AXN	NUK	2	2.N.C 2.U.V 2.K.c	2.0 1.5 0.8	nok	0	703	n o k	703
1344	full	GuangKa	nok	nok	n o k	ruma1248	1-85	4 7 1	AXN	NUK	4	4.N.C 4.U.V 4.K.c	2.0 1.5 0.8	nok	0	703	n o k	703
1345	full	MangBang	nok	nok	n o k	ruma1248	1-85	4 7 1	AXN	NUK	7	7.N.C 7.U.V 7.K.c	2.0 1.5 0.8	nok	0	703	n o k	703
1346	full	NanSang	nok	nok	n o k	ruma1248	1-85	4 7 1	AXN	NUK	11	11.N.C 11.U.V 11.K.c	2.0 1.5 0.8	nok	0	703	n o k	703
1124	give	NamHsan	dɛh	dɛh	d ɛ h		1-72	1 7 3	AXN	TEH	10	10.T.C 10.E.V 10.H.c	2.0 1.5 0.8	dɛh	0	720	d ɛ h	720
1125	give	KhunHawt	daih	daih	d ai h		1-72	1 7 3	AXN	TAH	6	6.T.C 6.A.V 6.H.c	2.0 1.5 0.8	daih	0	720	d ai h	720
1126	give	HtanHsan	daih	daih	d ai h		1-72	1 7 3	AXN	TAH	5	5.T.C 5.A.V 5.H.c	2.0 1.5 0.8	daih	0	720	d ai h	720
1127	give	PangKham	deh	deh	d e h		1-72	1 7 3	AXN	TEH	14	14.T.C 14.E.V 14.H.c	2.0 1.5 0.8	deh	0	720	d e h	720
1128	give	ManLoi	tɛh	tɛh	t ɛ h		1-72	1 7 3	AXN	TEH	8	8.T.C 8.E.V 8.H.c	2.0 1.5 0.8	tɛh	0	720	t ɛ h	720
1129	give	MengDan	deh	deh	d e h	khan1274	1-72	1 7 3	AXN	TEH	9	9.T.C 9.E.V 9.H.c	2.0 1.5 0.8	deh	0	720	d e h	720
1130	give	ChuDongGua	dɛh	dɛh	d ɛ h		1-72	1 7 3	AXN	TEH	3	3.T.C 3.E.V 3.H.c	2.0 1.5 0.8	dɛh	0	720	d ɛ h	720
1131	give	XiangZhaiTang	tajh	tajh	t ai h	ruma1248	1-72	1 7 3	AXN	TAH	16	16.T.C 16.A.V 16.H.c	2.0 1.5 0.8	taih	0	720	t ai h	720
1132	give	PongNuea	taih	taih	t ai h		1-72	1 7 3	AXN	TAH	15	15.T.C 15.A.V 15.H.c	2.0 1.5 0.8	taih	0	720	t ai h	720
1133	give	NyaungGone	taih	taih	t ai h		1-72	1 7 3	AXN	TAH	13	13.T.C 13.A.V 13.H.c	2.0 1.5 0.8	taih	0	720	t ai h	720
1134	give	NoeLae	taih	taih	t ai h		1-72	1 7 3	AXN	TAH	12	12.T.C 12.A.V 12.H.c	2.0 1.5 0.8	taih	0	720	t ai h	720
1135	give	BanPaw	taih	taih	t ai h		1-72	1 7 3	AXN	TAH	1	1.T.C 1.A.V 1.H.c	2.0 1.5 0.8	taih	0	720	t ai h	720
1136	give	ChaYeQing	dɛh	dɛh	d ɛ h		1-72	1 7 3	AXN	TEH	2	2.T.C 2.E.V 2.H.c	2.0 1.5 0.8	dɛh	0	720	d ɛ h	720
1137	give	GuangKa	dɛh	dɛh	d ɛ h	ruma1248	1-72	1 7 3	AXN	TEH	4	4.T.C 4.E.V 4.H.c	2.0 1.5 0.8	dɛh	0	720	d ɛ h	720
1138	give	MangBang	dɛh	dɛh	d ɛ h	ruma1248	1-72	1 7 3	AXN	TEH	7	7.T.C 7.E.V 7.H.c	2.0 1.5 0.8	dɛh	0	720	d ɛ h	720
1139	give	NanSang	dɛh	dɛh	d ɛ h	ruma1248	1-72	1 7 3	AXN	TEH	11	11.T.C 11.E.V 11.H.c	2.0 1.5 0.8	dɛh	0	720	d ɛ h	720
273	grass	NamHsan	kәrbaːn	kәrbaːn	k ə r + b aː n		1-18	1 7 5 9 1 7 4	AXN_AXN	KER_PAN	10	10.K.C 10.E.V 10.R.c 10._._ 10.P.C 10.A.V 10.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kər+baːn	0	740 741	k ə r + b aː n	740 741
274	grass	KhunHawt	kәrbaːn	kәrbaːn	k ə r + b aː n		1-18	1 7 5 9 1 7 4	AXN_AXN	KER_PAN	6	6.K.C 6.E.V 6.R.c 6._._ 6.P.C 6.A.V 6.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kər+baːn	0	740 741	k ə r + b aː n	740 741
275	grass	HtanHsan	brej	brej	b r e j		2-18	1 5 7 6	ACXN	PREJ	5	5.P.C 5.R.C 5.E.V 5.J.c	2.0 1.5 1.5 0.8	brej	0	739	b r e j	739
276	grass	PangKham	praj	praj	p r a j		2-18	1 5 7 6	ACXN	PRAJ	14	14.P.C 14.R.C 14.A.V 14.J.c	2.0 1.5 1.5 0.8	praj	0	739	p r a j	739
277	grass	ManLoi	praj	praj	p r a j		2-18	1 5 7 6	ACXN	PRAJ	8	8.P.C 8.R.C 8.A.V 8.J.c	2.0 1.5 1.5 0.8	praj	0	739	p r a j	739
278	grass	MengDan	praj	praj	p r a j	khan1274	2-18	1 5 7 6	ACXN	PRAJ	9	9.P.C 9.R.C 9.A.V 9.J.c	2.0 1.5 1.5 0.8	praj	0	739	p r a j	739
279	grass	ChuDongGua	ɓrai	ɓrai	ɓ r a j		2-18	1 5 7 6	ACXN	PRAJ	3	3.P.C 3.R.C 3.A.V 3.J.c	2.0 1.5 1.5 0.8	ɓraj	0	739	ɓ r a j	739
280	grass	XiangZhaiTang	pət	pət	p ə t	ruma1248	3-18	1 7 1	AXN	PET	16	16.P.C 16.E.V 16.T.c	2.0 1.5 0.8	pət	0	737	p ə t	737
281	grass	PongNuea	pət	pət	p ə t		3-18	1 7 1	AXN	PET	15	15.P.C 15.E.V 15.T.c	2.0 1.5 0.8	pət	0	737	p ə t	737
282	grass	NyaungGone	pə̆t	pə̆t	p ə̆ t		3-18	1 7 1	AXN	PET	13	13.P.C 13.E.V 13.T.c	2.0 1.5 0.8	pə̆t	0	737	p ə̆ t	737
283	grass	NoeLae	pə̆t	pə̆t	p ə̆ t		3-18	1 7 1	AXN	PET	12	12.P.C 12.E.V 12.T.c	2.0 1.5 0.8	pə̆t	0	737	p ə̆ t	737
284	grass	BanPaw	pə̆t	pə̆t	p ə̆ t		3-18	1 7 1	AXN	PET	1	1.P.C 1.E.V 1.T.c	2.0 1.5 0.8	pə̆t	0	737	p ə̆ t	737
285	grass	ChaYeQing	bjai	bjai	b ia i		2-18	1 7 7	AXZ	PII	2	2.P.C 2.I.V 2.I.V	2.0 1.5 0.8	biai	0	738	b ia i	738
286	grass	GuangKa	bat	bat	b a t	ruma1248	3-18	1 7 1	AXN	PAT	4	4.P.C 4.A.V 4.T.c	2.0 1.5 0.8	bat	0	737	b a t	737
287	grass	MangBang	bət	bət	b ə t	ruma1248	3-18	1 7 1	AXN	PET	7	7.P.C 7.E.V 7.T.c	2.0 1.5 0.8	bət	0	737	b ə t	737
288	grass	NanSang	bat	bat	b a t	ruma1248	3-18	1 7 1	AXN	PAT	11	11.P.C 11.A.V 11.T.c	2.0 1.5 0.8	bat	0	737	b a t	737
481	hair	NamHsan	huɁkiŋ	huɁkiŋ	h u ʔ + k i ŋ		1-31	3 7 1 9 1 7 4	AXN_AXN	HYH_KIN	10	10.H.C 10.Y.V 10.H.c 10._._ 10.K.C 10.I.V 10.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	huʔ+kiŋ	0	756 757	h u ʔ + k i ŋ	756 757
482	hair	KhunHawt	houɁ keɲ	houɁ keɲ	h ou ʔ + k e ɲ		1-31	3 7 1 9 1 7 4	AXN_AXN	HUH_KEN	6	6.H.C 6.U.V 6.H.c 6._._ 6.K.C 6.E.V 6.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	houʔ+keɲ	0	756 757	h ou ʔ + k e ɲ	756 757
483	hair	HtanHsan	houɁ kiɲ	houɁ kiɲ	h ou ʔ + k i ɲ		1-31	3 7 1 9 1 7 4	AXN_AXN	HUH_KIN	5	5.H.C 5.U.V 5.H.c 5._._ 5.K.C 5.I.V 5.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	houʔ+kiɲ	0	756 757	h ou ʔ + k i ɲ	756 757
484	hair	PangKham	hɨk ɡiɲ	hɨk ɡiɲ	h ɨ k + g i ɲ		1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KIN	14	14.H.C 14.I.V 14.K.c 14._._ 14.K.C 14.I.V 14.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+giɲ	0	756 757	h ɨ k + g i ɲ	756 757
485	hair	ManLoi	huk ɡiŋ	huk ɡiŋ	h u k + g i ŋ		1-31	3 7 1 9 1 7 4	AXN_AXN	HYK_KIN	8	8.H.C 8.Y.V 8.K.c 8._._ 8.K.C 8.I.V 8.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	huk+giŋ	0	756 757	h u k + g i ŋ	756 757
486	hair	MengDan	huʔ kiŋ	huʔ kiŋ	h u ʔ + k i ŋ	khan1274	1-31	3 7 1 9 1 7 4	AXN_AXN	HYH_KIN	9	9.H.C 9.Y.V 9.H.c 9._._ 9.K.C 9.I.V 9.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	huʔ+kiŋ	0	756 757	h u ʔ + k i ŋ	756 757
487	hair	ChuDongGua	huʔ kiŋ	huʔ kiŋ	h u ʔ + k i ŋ		1-31	3 7 1 9 1 7 4	AXN_AXN	HYH_KIN	3	3.H.C 3.Y.V 3.H.c 3._._ 3.K.C 3.I.V 3.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	huʔ+kiŋ	0	756 757	h u ʔ + k i ŋ	756 757
488	hair	XiangZhaiTang	huːj	huːj	h uː j	ruma1248	1-31	3 7 6	AXN	HYJ	16	16.H.C 16.Y.V 16.J.c	2.0 1.5 0.8	huːj	0	756	h uː j	756
489	hair	PongNuea	hɨk ɡiɲ	hɨk ɡiɲ	h ɨ k + g i ɲ		1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KIN	15	15.H.C 15.I.V 15.K.c 15._._ 15.K.C 15.I.V 15.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+giɲ	0	756 757	h ɨ k + g i ɲ	756 757
490	hair	NyaungGone	hɨk ɡɨn	hɨk ɡɨn	h ɨ k + g ɨ n		1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KIN	13	13.H.C 13.I.V 13.K.c 13._._ 13.K.C 13.I.V 13.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+gɨn	0	756 757	h ɨ k + g ɨ n	756 757
491	hair	NoeLae	hɨk ɡiɲ	hɨk ɡiɲ	h ɨ k + g i ɲ		1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KIN	12	12.H.C 12.I.V 12.K.c 12._._ 12.K.C 12.I.V 12.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+giɲ	0	756 757	h ɨ k + g i ɲ	756 757
492	hair	BanPaw	hɨk ɡɨɲ	hɨk ɡɨɲ	h ɨ k + g ɨ ɲ		1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KIN	1	1.H.C 1.I.V 1.K.c 1._._ 1.K.C 1.I.V 1.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+gɨɲ	0	756 757	h ɨ k + g ɨ ɲ	756 757
493	hair	ChaYeQing	hɨk ken	hɨk ken	h ɨ k + k e n		1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KEN	2	2.H.C 2.I.V 2.K.c 2._._ 2.K.C 2.E.V 2.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+ken	0	756 757	h ɨ k + k e n	756 757
494	hair	GuangKa	hɨk ken	hɨk ken	h ɨ k + k e n	ruma1248	1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KEN	4	4.H.C 4.I.V 4.K.c 4._._ 4.K.C 4.E.V 4.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+ken	0	756 757	h ɨ k + k e n	756 757
495	hair	MangBang	hɨkkən	hɨkkən	h ɨ k + k ə n	ruma1248	1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KEN	7	7.H.C 7.I.V 7.K.c 7._._ 7.K.C 7.E.V 7.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+kən	0	756 757	h ɨ k + k ə n	756 757
496	hair	NanSang	hɨkkən	hɨkkən	h ɨ k + k ə n	ruma1248	1-31	3 7 1 9 1 7 4	AXN_AXN	HIK_KEN	11	11.H.C 11.I.V 11.K.c 11._._ 11.K.C 11.E.V 11.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hɨk+kən	0	756 757	h ɨ k + k ə n	756 757
649	hand	NamHsan	ɗiː	ɗiː	ɗ iː		1-42	1 7	AX	TI	10	10.T.C 10.I.V	2.0 1.5	ɗiː	0	788	ɗ iː -	1560
650	hand	KhunHawt	ɗi:	ɗi:	ɗ iː		1-42	1 7	AX	TI	6	6.T.C 6.I.V	2.0 1.5	ɗiː	0	788	ɗ iː -	1560
651	hand	HtanHsan	ɗiː	ɗiː	ɗ iː		1-42	1 7	AX	TI	5	5.T.C 5.I.V	2.0 1.5	ɗiː	0	788	ɗ iː -	1560
652	hand	PangKham	ɗaj	ɗaj	ɗ a j		2-42	1 7 6	AXN	TAJ	14	14.T.C 14.A.V 14.J.c	2.0 1.5 0.8	ɗaj	0	788	ɗ a j	1560
653	hand	ManLoi	ɗaj	ɗaj	ɗ a j		2-42	1 7 6	AXN	TAJ	8	8.T.C 8.A.V 8.J.c	2.0 1.5 0.8	ɗaj	0	788	ɗ a j	1560
654	hand	MengDan	ɗaj	ɗaj	ɗ a j	khan1274	2-42	1 7 6	AXN	TAJ	9	9.T.C 9.A.V 9.J.c	2.0 1.5 0.8	ɗaj	0	788	ɗ a j	1560
655	hand	ChuDongGua	ɗaj	ɗaj	ɗ a j		2-42	1 7 6	AXN	TAJ	3	3.T.C 3.A.V 3.J.c	2.0 1.5 0.8	ɗaj	0	788	ɗ a j	1560
656	hand	XiangZhaiTang	dɛː	dɛː	d ɛː	ruma1248	1-42	1 7	AX	TE	16	16.T.C 16.E.V	2.0 1.5	dɛː	0	788	d ɛː -	1560
657	hand	PongNuea	dɛː	dɛː	d ɛː		1-42	1 7	AX	TE	15	15.T.C 15.E.V	2.0 1.5	dɛː	0	788	d ɛː -	1560
658	hand	NyaungGone	dɛ	dɛ	d ɛ		1-42	1 7	AX	TE	13	13.T.C 13.E.V	2.0 1.5	dɛ	0	788	d ɛ -	1560
659	hand	NoeLae	dɛ	dɛ	d ɛ		1-42	1 7	AX	TE	12	12.T.C 12.E.V	2.0 1.5	dɛ	0	788	d ɛ -	1560
660	hand	BanPaw	dɛ	dɛ	d ɛ		1-42	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	dɛ	0	788	d ɛ -	1560
661	hand	ChaYeQing	ɗaj	ɗaj	ɗ a j		2-42	1 7 6	AXN	TAJ	2	2.T.C 2.A.V 2.J.c	2.0 1.5 0.8	ɗaj	0	788	ɗ a j	1560
662	hand	GuangKa	taj	taj	t a j	ruma1248	2-42	1 7 6	AXN	TAJ	4	4.T.C 4.A.V 4.J.c	2.0 1.5 0.8	taj	0	788	t a j	1560
663	hand	MangBang	taj	taj	t a j	ruma1248	2-42	1 7 6	AXN	TAJ	7	7.T.C 7.A.V 7.J.c	2.0 1.5 0.8	taj	0	788	t a j	1560
664	hand	NanSang	taiɁ	taiɁ	t ai ʔ	ruma1248	2-42	1 7 1	AXN	TAH	11	11.T.C 11.A.V 11.H.c	2.0 1.5 0.8	taiʔ	0	788	t ai ʔ	1560
465	head	NamHsan	kiŋ	kiŋ	k i ŋ		1-30	1 7 4	AXN	KIN	10	10.K.C 10.I.V 10.N.c	2.0 1.5 0.8	kiŋ	0	805	k i ŋ	805
466	head	KhunHawt	keɲ	keɲ	k e ɲ		1-30	1 7 4	AXN	KEN	6	6.K.C 6.E.V 6.N.c	2.0 1.5 0.8	keɲ	0	805	k e ɲ	805
467	head	HtanHsan	kiɲ	kiɲ	k i ɲ		1-30	1 7 4	AXN	KIN	5	5.K.C 5.I.V 5.N.c	2.0 1.5 0.8	kiɲ	0	805	k i ɲ	805
468	head	PangKham	ɡiɲ	ɡiɲ	g i ɲ		1-30	1 7 4	AXN	KIN	14	14.K.C 14.I.V 14.N.c	2.0 1.5 0.8	giɲ	0	805	g i ɲ	805
469	head	ManLoi	ɡiŋ	ɡiŋ	g i ŋ		1-30	1 7 4	AXN	KIN	8	8.K.C 8.I.V 8.N.c	2.0 1.5 0.8	giŋ	0	805	g i ŋ	805
470	head	MengDan	kiŋ	kiŋ	k i ŋ	khan1274	1-30	1 7 4	AXN	KIN	9	9.K.C 9.I.V 9.N.c	2.0 1.5 0.8	kiŋ	0	805	k i ŋ	805
471	head	ChuDongGua	ɡiŋ	ɡiŋ	g i ŋ		1-30	1 7 4	AXN	KIN	3	3.K.C 3.I.V 3.N.c	2.0 1.5 0.8	giŋ	0	805	g i ŋ	805
472	head	XiangZhaiTang	ɡiɲ	ɡiɲ	g i ɲ	ruma1248	1-30	1 7 4	AXN	KIN	16	16.K.C 16.I.V 16.N.c	2.0 1.5 0.8	giɲ	0	805	g i ɲ	805
473	head	PongNuea	ɡiɲ	ɡiɲ	g i ɲ		1-30	1 7 4	AXN	KIN	15	15.K.C 15.I.V 15.N.c	2.0 1.5 0.8	giɲ	0	805	g i ɲ	805
474	head	NyaungGone	ɡɨn	ɡɨn	g ɨ n		1-30	1 7 4	AXN	KIN	13	13.K.C 13.I.V 13.N.c	2.0 1.5 0.8	gɨn	0	805	g ɨ n	805
475	head	NoeLae	ɡiɲ	ɡiɲ	g i ɲ		1-30	1 7 4	AXN	KIN	12	12.K.C 12.I.V 12.N.c	2.0 1.5 0.8	giɲ	0	805	g i ɲ	805
476	head	BanPaw	ɡɨɲ	ɡɨɲ	g ɨ ɲ		1-30	1 7 4	AXN	KIN	1	1.K.C 1.I.V 1.N.c	2.0 1.5 0.8	gɨɲ	0	805	g ɨ ɲ	805
477	head	ChaYeQing	ken	ken	k e n		1-30	1 7 4	AXN	KEN	2	2.K.C 2.E.V 2.N.c	2.0 1.5 0.8	ken	0	805	k e n	805
478	head	GuangKa	ken	ken	k e n	ruma1248	1-30	1 7 4	AXN	KEN	4	4.K.C 4.E.V 4.N.c	2.0 1.5 0.8	ken	0	805	k e n	805
479	head	MangBang	kən	kən	k ə n	ruma1248	1-30	1 7 4	AXN	KEN	7	7.K.C 7.E.V 7.N.c	2.0 1.5 0.8	kən	0	805	k ə n	805
480	head	NanSang	kən	kən	k ə n	ruma1248	1-30	1 7 4	AXN	KEN	11	11.K.C 11.E.V 11.N.c	2.0 1.5 0.8	kən	0	805	k ə n	805
609	heart	NamHsan	ble phәːm	ble phәːm	b l e + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	10	10.P.C 10.L.C 10.E.V 10._._ 10.P.C 10.E.V 10.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	ble+pʰəːm	0	825 827	b l e - + pʰ əː m	486 827
610	heart	KhunHawt	blej phә:m	blej phә:m	b l ei + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	6	6.P.C 6.L.C 6.E.V 6._._ 6.P.C 6.E.V 6.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	blei+pʰəːm	0	825 827	b l ei - + pʰ əː m	486 827
611	heart	HtanHsan	blej phәːm	blej phәːm	b l ei + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	5	5.P.C 5.L.C 5.E.V 5._._ 5.P.C 5.E.V 5.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	blei+pʰəːm	0	825 827	b l ei - + pʰ əː m	486 827
612	heart	PangKham	bleː phәːm	bleː phәːm	b l eː + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	14	14.P.C 14.L.C 14.E.V 14._._ 14.P.C 14.E.V 14.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bleː+pʰəːm	0	825 827	b l eː - + pʰ əː m	486 827
613	heart	ManLoi	bleː phәːm	bleː phәːm	b l eː + pʰ əː m		1-39	1 5 7 9 1 7 4	ACX_AXN	PLE_PEM	8	8.P.C 8.L.C 8.E.V 8._._ 8.P.C 8.E.V 8.M.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bleː+pʰəːm	0	825 827	b l eː - + pʰ əː m	486 827
614	heart	MengDan	bli nɔjh	bli nɔjh	b l i + n ɔi h	khan1274	2-39	1 5 7 9 4 7 3	ACX_AXN	PLI_NUH	9	9.P.C 9.L.C 9.I.V 9._._ 9.N.C 9.U.V 9.H.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	bli+nɔih	0	825 826	b l i - + n ɔi h	486 826
615	heart	ChuDongGua	nɔːj	nɔːj	n ɔː j		2-39	4 7 6	AXN	NUJ	3	3.N.C 3.U.V 3.J.c	2.0 1.5 0.8	nɔːj	0	826	n ɔː j	826
616	heart	XiangZhaiTang	blejnɔx	blejnɔx	b l ei + n ɔ x	ruma1248	2-39	1 5 7 9 4 7 3	ACX_AXN	PLE_NUG	16	16.P.C 16.L.C 16.E.V 16._._ 16.N.C 16.U.V 16.G.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	blei+nɔx	0	825 826	b l ei - + n ɔ x	486 826
617	heart	PongNuea	berɔː	berɔː	b e + r ɔː		3-39	1 7 9 5 7	AX_AX	PE_RU	15	15.P.C 15.E.V 15._._ 15.R.C 15.U.V	2.0 1.5 0.0 2.0 1.5	be+rɔː	0	827 830	b e - + r ɔː	827 830
618	heart	NoeLae	baraw	baraw	b a + r a w		3-39	1 7 9 5 7 6	AX_AXN	PA_RAW	12	12.P.C 12.A.V 12._._ 12.R.C 12.A.V 12.W.c	2.0 1.5 0.0 2.0 1.5 0.8	ba+raw	0	827 829	b a - + r a w	827 829
619	heart	BanPaw	mahujə	mahujə	m a + h u + j ə		4-39	4 7 9 3 7 9 6 7	AX_AX_AX	MA_HY_JE	1	1.M.C 1.A.V 1._._ 1.H.C 1.Y.V 1._._ 1.J.C 1.E.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	ma+hu+jə	0	822 823 824	m a + h u + j ə	822 823 824
620	heart	ChaYeQing	blɔːjnɔh	blɔːjnɔh	b l ɔː j + n ɔ h		2-39	1 5 7 6 9 4 7 3	ACXN_AXN	PLUJ_NUH	2	2.P.C 2.L.C 2.U.V 2.J.c 2._._ 2.N.C 2.U.V 2.H.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	blɔːj+nɔh	0	825 826	b l ɔː j + n ɔ h	486 826
621	heart	GuangKa	poŋ kənɔh	poŋ kənɔh	p o ŋ + k ə + n ɔ h	ruma1248	2-39	1 7 4 9 1 7 9 4 7 3	AXN_AX_AXN	PUN_KE_NUH	4	4.P.C 4.U.V 4.N.c 4._._ 4.K.C 4.E.V 4._._ 4.N.C 4.U.V 4.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	poŋ+kə+nɔh	0	827 828 826	p o ŋ + k ə - + n ɔ h	827 828 826
622	heart	MangBang	kənɔh	kənɔh	k ə + n ɔ h	ruma1248	2-39	1 7 9 4 7 3	AX_AXN	KE_NUH	7	7.K.C 7.E.V 7._._ 7.N.C 7.U.V 7.H.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+nɔh	0	828 826	k ə - + n ɔ h	828 826
623	heart	NanSang	poŋkanɔh	poŋkanɔh	p o ŋ + k a + n ɔ h	ruma1248	2-39	1 7 4 9 1 7 9 4 7 3	AXN_AX_AXN	PUN_KA_NUH	11	11.P.C 11.U.V 11.N.c 11._._ 11.K.C 11.A.V 11._._ 11.N.C 11.U.V 11.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	poŋ+ka+nɔh	0	827 828 826	p o ŋ + k a - + n ɔ h	827 828 826
1507	heavy	NamHsan	ʥan	ʥan	dʑ a n		1-96	2 7 4	AXN	CAN	10	10.C.C 10.A.V 10.N.c	2.0 1.5 0.8	dʑan	0	855	dʑ a n	855
1508	heavy	KhunHawt	ʥan	ʥan	dʑ a n		1-96	2 7 4	AXN	CAN	6	6.C.C 6.A.V 6.N.c	2.0 1.5 0.8	dʑan	0	855	dʑ a n	855
1509	heavy	HtanHsan	ʥan	ʥan	dʑ a n		1-96	2 7 4	AXN	CAN	5	5.C.C 5.A.V 5.N.c	2.0 1.5 0.8	dʑan	0	855	dʑ a n	855
1510	heavy	PangKham	ʨan	ʨan	tɕ a n		1-96	2 7 4	AXN	CAN	14	14.C.C 14.A.V 14.N.c	2.0 1.5 0.8	tɕan	0	855	tɕ a n	855
1511	heavy	ManLoi	ʨɔn	ʨɔn	tɕ ɔ n		1-96	2 7 4	AXN	CUN	8	8.C.C 8.U.V 8.N.c	2.0 1.5 0.8	tɕɔn	0	855	tɕ ɔ n	855
1512	heavy	MengDan	ʨan	ʨan	tɕ a n	khan1274	1-96	2 7 4	AXN	CAN	9	9.C.C 9.A.V 9.N.c	2.0 1.5 0.8	tɕan	0	855	tɕ a n	855
1513	heavy	ChuDongGua	ʥɔːn	ʥɔːn	dʑ ɔː n		1-96	2 7 4	AXN	CUN	3	3.C.C 3.U.V 3.N.c	2.0 1.5 0.8	dʑɔːn	0	855	dʑ ɔː n	855
1514	heavy	XiangZhaiTang	ʨan	ʨan	tɕ a n	ruma1248	1-96	2 7 4	AXN	CAN	16	16.C.C 16.A.V 16.N.c	2.0 1.5 0.8	tɕan	0	855	tɕ a n	855
