ID	ALIGNMENT	COGIDS	COGNACY	CONCEPT	CONCEPTICON	DOCULECT	FORM	GLOTTOLOG	LANGUAGE_NAME	LATITUDE	LONGITUDE	PARAMETER_ID	TOKENS	VALUE	NOTE	COGID	MORPHEMES
1191	ɗ ɔ k	206	None	burn	2102	PangKham	ɗɔk	None	Pangkham	22.672097	97.161167	76_burn	ɗ ɔ k	ɗɔk			
1192	ɗ o k	206	None	burn	2102	ManLoi	ɗok	None	Man Loi	22.636019	97.139264	76_burn	ɗ o k	ɗok			
1193	ɗ o ʔ	206	None	burn	2102	MengDan	ɗoʔ	khan1274	Meng Dan	24.296522	98.379886	76_burn	ɗ o ʔ	ɗoʔ			
1194	ɗ o ʔ	206	None	burn	2102	ChuDongGua	ɗoʔ	None	Chu Dong Gua	24.330889	98.393125	76_burn	ɗ o ʔ	ɗoʔ			
1195	d ou̯ ʔ	206	None	burn	2102	XiangZhaiTang	douɁ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	76_burn	d ou̯ ʔ	douɁ			
1196	d ou̯ ʔ	206	None	burn	2102	PongNuea	douɁ	None	Pong Nuea	20.321525	99.866817	76_burn	d ou̯ ʔ	douɁ			
1197	d ou̯ ʔ	206	None	burn	2102	NyaungGone	douʔ	None	Nyaung Gone	20.635025	96.545772	76_burn	d ou̯ ʔ	douʔ			
1198	d ou̯ ʔ	206	None	burn	2102	NoeLae	douɁ	None	Noe Lae	19.941803	99.044742	76_burn	d ou̯ ʔ	douɁ			
1199	d ou̯ ʔ	206	None	burn	2102	BanPaw	douɁ	None	Ban Paw	21.311225	99.557550	76_burn	d ou̯ ʔ	douɁ			
1200	ɗ o k	206	None	burn	2102	ChaYeQing	ɗok	None	Cha Ye Qing	24.305717	98.463661	76_burn	ɗ o k	ɗok			
1201	t o k	206	None	burn	2102	GuangKa	tok	ruma1248	Guang Ka	24.065714	97.796281	76_burn	t o k	tok			
1202	t o k	206	None	burn	2102	MangBang	tok	ruma1248	Mang Bang	24.416392	98.399078	76_burn	t o k	tok			
1203	t o k	206	None	burn	2102	NanSang	tok	ruma1248	Nan Sang	24.019728	97.819736	76_burn	t o k	tok			
1204	b i/j a m	890	None	hunt	1435	NamHsan	biam	None	Namhsan	22.965064	97.163239	77_hunt	b i/j a m	biam			
1205	k - o h + p r iː	895 891	None	hunt	1435	KhunHawt	koh priː	None	Khun Hawt	22.965064	97.163239	77_hunt	k o h + p r iː	koh priː			
1206	l u/w a ŋ + b r ei̯	894 891	None	hunt	1435	HtanHsan	luaŋbrej	None	Htan Hsan	22.675133	97.289942	77_hunt	l u/w a ŋ + b r ei̯	luaŋbrej			
1207	k - u h + p r ai̯	895 891	None	hunt	1435	PangKham	kuh praj	None	Pangkham	22.672097	97.161167	77_hunt	k u h + p r ai̯	kuh praj			
1208	kʰ r ɔ h + p r ai̯	895 891	None	hunt	1435	ManLoi	khrɔh praj	None	Man Loi	22.636019	97.139264	77_hunt	kʰ r ɔ h + p r ai̯	khrɔh praj			
1209	- l i p + r - i ŋ	892 894	None	hunt	1435	MengDan	lip riŋ	khan1274	Meng Dan	24.296522	98.379886	77_hunt	l i p + r i ŋ	lip riŋ			
1210	k l ɔː - + b r ai̯	892 891	None	hunt	1435	ChuDongGua	klɔː brai	None	Chu Dong Gua	24.330889	98.393125	77_hunt	k l ɔː + b r ai̯	klɔː brai			
1211	- l ɨ p + p r ɛː	892 891	None	hunt	1435	XiangZhaiTang	lɨpprɛː	ruma1248	Xiang Zhai Tang	24.323819	98.556639	77_hunt	l ɨ p + p r ɛː	lɨpprɛː			
1212	- ŋ au̯ h	895	None	hunt	1435	PongNuea	ŋauh	None	Pong Nuea	20.321525	99.866817	77_hunt	ŋ au̯ h	ŋauh			
1213	- l ɛ - + kʰ - ɛ - + p r ɛ	892 895 891	None	hunt	1435	NyaungGone	lɛ khɛ prɛ	None	Nyaung Gone	20.635025	96.545772	77_hunt	l ɛ + kʰ ɛ + p r ɛ	lɛ khɛ prɛ			
1214	- l ɛ - + p r ɛ	892 891	None	hunt	1435	NoeLae	lɛ prɛ	None	Noe Lae	19.941803	99.044742	77_hunt	l ɛ + p r ɛ	lɛ prɛ			
1215	b - a - + p r ɛ	890 891	None	hunt	1435	BanPaw	ba prɛ	None	Ban Paw	21.311225	99.557550	77_hunt	b a + p r ɛ	ba prɛ			
1216	l ə p + b j ai̯	892 890	None	hunt	1435	ChaYeQing	ləp bjaj	None	Cha Ye Qing	24.305717	98.463661	77_hunt	l ə p + b j ai̯	ləp bjaj			
1217	p - ai̯ + t oː	891 893	None	hunt	1435	GuangKa	pai toː	ruma1248	Guang Ka	24.065714	97.796281	77_hunt	p ai̯ + t oː	pai toː			
1218	- l ɛː -	892	None	hunt	1435	MangBang	lɛː	ruma1248	Mang Bang	24.416392	98.399078	77_hunt	l ɛː	lɛː			
1219	j ɨ + t oː	896 893	None	hunt	1435	NanSang	jɨtoː	ruma1248	Nan Sang	24.019728	97.819736	77_hunt	j ɨ + t oː	jɨtoː			
1220	b i/j a m	941	None	kill	1417	NamHsan	biam	None	Namhsan	22.965064	97.163239	78_kill	b i/j a m	biam			
1221	p i/j a m	941	None	kill	1417	KhunHawt	piam	None	Khun Hawt	22.965064	97.163239	78_kill	p i/j a m	piam			
1222	ɓ i/j a m	941	None	kill	1417	HtanHsan	ɓiam	None	Htan Hsan	22.675133	97.289942	78_kill	ɓ i/j a m	ɓiam			
1223	ŋ ɔ h	940	None	kill	1417	PangKham	ŋɔh	None	Pangkham	22.672097	97.161167	78_kill	ŋ ɔ h	ŋɔh			
1224	ŋ a h	940	None	kill	1417	ManLoi	ŋah	None	Man Loi	22.636019	97.139264	78_kill	ŋ a h	ŋah			
1225	ŋ a h	940	None	kill	1417	MengDan	ŋah	khan1274	Meng Dan	24.296522	98.379886	78_kill	ŋ a h	ŋah			
1226	ŋ a h	940	None	kill	1417	ChuDongGua	ŋah	None	Chu Dong Gua	24.330889	98.393125	78_kill	ŋ a h	ŋah			
1227	ŋ ɔ h	940	None	kill	1417	XiangZhaiTang	ŋɔh	ruma1248	Xiang Zhai Tang	24.323819	98.556639	78_kill	ŋ ɔ h	ŋɔh			
1228	ŋ au̯ h	940	None	kill	1417	PongNuea	ŋauh	None	Pong Nuea	20.321525	99.866817	78_kill	ŋ au̯ h	ŋauh			
1229	ŋ au̯ h	940	None	kill	1417	NyaungGone	ŋauh	None	Nyaung Gone	20.635025	96.545772	78_kill	ŋ au̯ h	ŋauh			
1230	ŋ au̯ h	940	None	kill	1417	NoeLae	ŋauh	None	Noe Lae	19.941803	99.044742	78_kill	ŋ au̯ h	ŋauh			
1231	ŋ au̯ h	940	None	kill	1417	BanPaw	ŋauh	None	Ban Paw	21.311225	99.557550	78_kill	ŋ au̯ h	ŋauh			
1232	ŋ ɔ h	940	None	kill	1417	ChaYeQing	ŋɔh	None	Cha Ye Qing	24.305717	98.463661	78_kill	ŋ ɔ h	ŋɔh			
1233	ŋ ai̯ ʔ	940	None	kill	1417	GuangKa	ŋai?	ruma1248	Guang Ka	24.065714	97.796281	78_kill	ŋ ai̯ ʔ	ŋai?			
1234	ŋ ai̯ -	940	None	kill	1417	MangBang	ŋaj	ruma1248	Mang Bang	24.416392	98.399078	78_kill	ŋ ai̯	ŋaj			
1235	ŋ ai̯ -	940	None	kill	1417	NanSang	ŋai	ruma1248	Nan Sang	24.019728	97.819736	78_kill	ŋ ai̯	ŋai			
1236	ʔ u r	1411	None	one	1493	NamHsan	Ɂur	None	Namhsan	22.965064	97.163239	79_one	ʔ u r	Ɂur			
1237	ʔ uː -	1411	None	one	1493	KhunHawt	Ɂuː	None	Khun Hawt	22.965064	97.163239	79_one	ʔ uː	Ɂuː			
1238	ʔ uː -	1411	None	one	1493	HtanHsan	Ɂu:	None	Htan Hsan	22.675133	97.289942	79_one	ʔ uː	Ɂu:			
1239	ʔ uː -	1411	None	one	1493	PangKham	Ɂuː	None	Pangkham	22.672097	97.161167	79_one	ʔ uː	Ɂuː			
1240	ʔ uː -	1411	None	one	1493	ManLoi	Ɂuː	None	Man Loi	22.636019	97.139264	79_one	ʔ uː	Ɂuː			
1241	l u - ʔ	1412	None	one	1493	MengDan	luʔ	khan1274	Meng Dan	24.296522	98.379886	79_one	l u ʔ	luʔ			
1242	ʔ uː -	1411	None	one	1493	ChuDongGua	Ɂuː	None	Chu Dong Gua	24.330889	98.393125	79_one	ʔ uː	Ɂuː			
1243	ʔ uː -	1411	None	one	1493	XiangZhaiTang	Ɂuː	ruma1248	Xiang Zhai Tang	24.323819	98.556639	79_one	ʔ uː	Ɂuː, l̥ejh			
1244	l əi̯ h	1412	None	one	1493	PongNuea	lәih	None	Pong Nuea	20.321525	99.866817	79_one	l əi̯ h	lәih			
1245	ʔ u -	1411	None	one	1493	NyaungGone	ʔu	None	Nyaung Gone	20.635025	96.545772	79_one	ʔ u	ʔu, l̥eih			
1246	ʔ u -	1411	None	one	1493	NoeLae	Ɂu	None	Noe Lae	19.941803	99.044742	79_one	ʔ u	Ɂu, l̥eih			
1247	l̥ ei̯ - h	1412	None	one	1493	NoeLae	l̥eih	None	Noe Lae	19.941803	99.044742	79_one	l̥ ei̯ h	Ɂu, l̥eih			
1248	ʔ u -	1411	None	one	1493	BanPaw	Ɂu	None	Ban Paw	21.311225	99.557550	79_one	ʔ u	Ɂu, l̥eih			
1249	l̥ ei̯ - h	1412	None	one	1493	BanPaw	l̥eih	None	Ban Paw	21.311225	99.557550	79_one	l̥ ei̯ h	Ɂu, l̥eih			
1250	ʔ uː -	1411	None	one	1493	ChaYeQing	ʔuː	None	Cha Ye Qing	24.305717	98.463661	79_one	ʔ uː	ʔuː			
1251	ʔ uː -	1411	None	one	1493	GuangKa	Ɂuː	ruma1248	Guang Ka	24.065714	97.796281	79_one	ʔ uː	Ɂuː			
1252	ʔ uː -	1411	None	one	1493	MangBang	Ɂuː	ruma1248	Mang Bang	24.416392	98.399078	79_one	ʔ uː	Ɂuː			
1253	ʔ uː -	1411	None	one	1493	NanSang	Ɂuː	ruma1248	Nan Sang	24.019728	97.819736	79_one	ʔ uː	Ɂuː			
1254	ʔ a r	2042	None	two	1498	NamHsan	Ɂar	None	Namhsan	22.965064	97.163239	80_two	ʔ a r	Ɂar			
1255	ʔ a r	2042	None	two	1498	KhunHawt	Ɂar	None	Khun Hawt	22.965064	97.163239	80_two	ʔ a r	Ɂar			
1256	ʔ aː -	2042	None	two	1498	HtanHsan	Ɂa:	None	Htan Hsan	22.675133	97.289942	80_two	ʔ aː	Ɂa:			
1257	ʔ aː -	2042	None	two	1498	PangKham	Ɂaː	None	Pangkham	22.672097	97.161167	80_two	ʔ aː	Ɂaː			
1258	ʔ ɛː -	2042	None	two	1498	ManLoi	Ɂɛː	None	Man Loi	22.636019	97.139264	80_two	ʔ ɛː	Ɂɛː			
1259	ʔ ɛː -	2042	None	two	1498	MengDan	ʔɛː	khan1274	Meng Dan	24.296522	98.379886	80_two	ʔ ɛː	ʔɛː			
1260	ʔ aː -	2042	None	two	1498	ChuDongGua	Ɂaː	None	Chu Dong Gua	24.330889	98.393125	80_two	ʔ aː	Ɂaː			
1261	ʔ aː -	2042	None	two	1498	XiangZhaiTang	Ɂaː	ruma1248	Xiang Zhai Tang	24.323819	98.556639	80_two	ʔ aː	Ɂaː			
1262	ʔ aː -	2042	None	two	1498	PongNuea	Ɂaː	None	Pong Nuea	20.321525	99.866817	80_two	ʔ aː	Ɂaː			
1263	h a - + ʔ a	2042 2043	None	two	1498	NyaungGone	haʔa	None	Nyaung Gone	20.635025	96.545772	80_two	h a + ʔ a	haʔa			
1264	ʔ a -	2042	None	two	1498	NoeLae	Ɂa	None	Noe Lae	19.941803	99.044742	80_two	ʔ a	Ɂa			
1265	ʔ a -	2042	None	two	1498	BanPaw	Ɂa	None	Ban Paw	21.311225	99.557550	80_two	ʔ a	Ɂa			two
1266	ʔ eː -	2042	None	two	1498	ChaYeQing	ʔeː	None	Cha Ye Qing	24.305717	98.463661	80_two	ʔ eː	ʔeː			
1267	ʔ ɛː -	2042	None	two	1498	GuangKa	ʔɛː	ruma1248	Guang Ka	24.065714	97.796281	80_two	ʔ ɛː	ʔɛː			
1268	ʔ ɛː -	2042	None	two	1498	MangBang	ʔɛː	ruma1248	Mang Bang	24.416392	98.399078	80_two	ʔ ɛː	ʔɛː			
1269	ʔ aː -	2042	None	two	1498	NanSang	Ɂaː	ruma1248	Nan Sang	24.019728	97.819736	80_two	ʔ aː	Ɂaː			
1270	ʔ u/w ai̯	1950	None	three	492	NamHsan	Ɂuaj	None	Namhsan	22.965064	97.163239	81_three	ʔ u/w ai̯	Ɂuaj			
1271	ʔ u/w ai̯	1950	None	three	492	KhunHawt	Ɂuaj	None	Khun Hawt	22.965064	97.163239	81_three	ʔ u/w ai̯	Ɂuaj			
1272	ʔ u/w ai̯	1950	None	three	492	HtanHsan	Ɂuaj	None	Htan Hsan	22.675133	97.289942	81_three	ʔ u/w ai̯	Ɂuaj			
1273	ʔ u/w ai̯	1950	None	three	492	PangKham	Ɂuaj	None	Pangkham	22.672097	97.161167	81_three	ʔ u/w ai̯	Ɂuaj			
1274	ʔ u/w ai̯	1950	None	three	492	ManLoi	Ɂuaj	None	Man Loi	22.636019	97.139264	81_three	ʔ u/w ai̯	Ɂuaj			
1275	ʔ - oi̯ -	1950	None	three	492	MengDan	ʔoj	khan1274	Meng Dan	24.296522	98.379886	81_three	ʔ oi̯	ʔoj			
1276	ʔ - oi̯ -	1950	None	three	492	ChuDongGua	Ɂoj	None	Chu Dong Gua	24.330889	98.393125	81_three	ʔ oi̯	Ɂoj			
1277	ʔ oːi̯	1950	None	three	492	XiangZhaiTang	Ɂoːj	ruma1248	Xiang Zhai Tang	24.323819	98.556639	81_three	ʔ oːi̯	Ɂoːj			
1278	ʔ oːi̯	1950	None	three	492	PongNuea	Ɂoːj	None	Pong Nuea	20.321525	99.866817	81_three	ʔ oːi̯	Ɂoːj			
1279	ʔ - oi̯ -	1950	None	three	492	NyaungGone	ʔoj	None	Nyaung Gone	20.635025	96.545772	81_three	ʔ oi̯	ʔoj			
1280	ʔ - oi̯ -	1950	None	three	492	NoeLae	Ɂoj	None	Noe Lae	19.941803	99.044742	81_three	ʔ oi̯	Ɂoj			
1281	ʔ - oi̯ -	1950	None	three	492	BanPaw	Ɂoj	None	Ban Paw	21.311225	99.557550	81_three	ʔ oi̯	Ɂoj			
1282	ʔ oːi̯	1950	None	three	492	ChaYeQing	ʔoːj	None	Cha Ye Qing	24.305717	98.463661	81_three	ʔ oːi̯	ʔoːj			
1283	ʔ oːi̯	1950	None	three	492	GuangKa	ʔoːj	ruma1248	Guang Ka	24.065714	97.796281	81_three	ʔ oːi̯	ʔoːj			
1284	ʔ oːi̯	1950	None	three	492	MangBang	ʔoːj	ruma1248	Mang Bang	24.416392	98.399078	81_three	ʔ oːi̯	ʔoːj			
1285	ʔ - oi̯ -	1950	None	three	492	NanSang	Ɂoj	ruma1248	Nan Sang	24.019728	97.819736	81_three	ʔ oi̯	Ɂoj			
1286	pʰ - o n	665	None	four	1500	NamHsan	phon	None	Namhsan	22.965064	97.163239	82_four	pʰ o n	phon			
1287	pʰ - o n	665	None	four	1500	KhunHawt	phon	None	Khun Hawt	22.965064	97.163239	82_four	pʰ o n	phon			
1288	pʰ - oː n	665	None	four	1500	HtanHsan	phoːn	None	Htan Hsan	22.675133	97.289942	82_four	pʰ oː n	phoːn			
1289	pʰ u/w a n	665	None	four	1500	PangKham	phuan	None	Pangkham	22.672097	97.161167	82_four	pʰ u/w a n	phuan			
1290	pʰ - ɔː n	665	None	four	1500	ManLoi	phɔːn	None	Man Loi	22.636019	97.139264	82_four	pʰ ɔː n	phɔːn			
1291	pʰ - o n	665	None	four	1500	MengDan	phon	khan1274	Meng Dan	24.296522	98.379886	82_four	pʰ o n	phon			
1292	pʰ - ɔ n	665	None	four	1500	ChuDongGua	phɔn	None	Chu Dong Gua	24.330889	98.393125	82_four	pʰ ɔ n	phɔn			
1293	Ø/ə m + pʰ u/w a n	666 665	None	four	1500	XiangZhaiTang	mphuan	ruma1248	Xiang Zhai Tang	24.323819	98.556639	82_four	Ø/ə m + pʰ u/w a n	mphuan			
1294	Ø/ə m + pʰ au̯ n	666 665	None	four	1500	PongNuea	mphaun	None	Pong Nuea	20.321525	99.866817	82_four	Ø/ə m + pʰ au̯ n	mphaun			
1295	Ø/ə m + pʰ u/w a n	666 665	None	four	1500	NyaungGone	m phuan	None	Nyaung Gone	20.635025	96.545772	82_four	Ø/ə m + pʰ u/w a n	m phuan			
1296	Ø/ə m + pʰ u/w a n	666 665	None	four	1500	NoeLae	m phuan	None	Noe Lae	19.941803	99.044742	82_four	Ø/ə m + pʰ u/w a n	m phuan			
1297	pʰ u/w a n	665	None	four	1500	BanPaw	phuan	None	Ban Paw	21.311225	99.557550	82_four	pʰ u/w a n	phuan			
1298	pʰ - oː m	665	None	four	1500	ChaYeQing	phoːm	None	Cha Ye Qing	24.305717	98.463661	82_four	pʰ oː m	phoːm			
1299	pʰ - oː n	665	None	four	1500	GuangKa	phoːn	ruma1248	Guang Ka	24.065714	97.796281	82_four	pʰ oː n	phoːn			
1300	pʰ - oː m	665	None	four	1500	MangBang	phoːm	ruma1248	Mang Bang	24.416392	98.399078	82_four	pʰ oː m	phoːm			
1301	pʰ - o n	665	None	four	1500	NanSang	phon	ruma1248	Nan Sang	24.019728	97.819736	82_four	pʰ o n	phon			
1302	b - r a m	1135	None	many	1198	NamHsan	bram	None	Namhsan	22.965064	97.163239	83_many	b r a m	bram			
1303	s ə p	1137	None	many	1198	KhunHawt	sәp	None	Khun Hawt	22.965064	97.163239	83_many	s ə p	sәp,			
1304	p ə r + tɕ əɯ̯	1135 1136	None	many	1198	HtanHsan	pәrʨәɯ	None	Htan Hsan	22.675133	97.289942	83_many	p ə r + tɕ əɯ̯	pәrʨәɯ			
1305	r i/j a n	1138	None	many	1198	PangKham	rian	None	Pangkham	22.672097	97.161167	83_many	r i/j a n	rian			
1306	r i/j a n	1138	None	many	1198	ManLoi	rian	None	Man Loi	22.636019	97.139264	83_many	r i/j a n	rian			
1307	b - r a m	1135	None	many	1198	MengDan	bram	khan1274	Meng Dan	24.296522	98.379886	83_many	b r a m	bram			
1308	b - r a m	1135	None	many	1198	ChuDongGua	bram	None	Chu Dong Gua	24.330889	98.393125	83_many	b r a m	bram			
1309	k ɨ n	1134	None	many	1198	NyaungGone	kɨn	None	Nyaung Gone	20.635025	96.545772	83_many	k ɨ n	kɨn			
1310	k ɨ n	1134	None	many	1198	NoeLae	kɨn	None	Noe Lae	19.941803	99.044742	83_many	k ɨ n	kɨn			
1311	k ɨ n	1134	None	many	1198	BanPaw	kɨn	None	Ban Paw	21.311225	99.557550	83_many	k ɨ n	kɨn			
1312	g ɨ n	1134	None	many	1198	ChaYeQing	ɡɨn	None	Cha Ye Qing	24.305717	98.463661	83_many	g ɨ n	ɡɨn			
1313	g ɨ n	1134	None	many	1198	GuangKa	ɡɨn	ruma1248	Guang Ka	24.065714	97.796281	83_many	g ɨ n	ɡɨn			
1314	g ɨ n	1134	None	many	1198	MangBang	ɡɨn	ruma1248	Mang Bang	24.416392	98.399078	83_many	g ɨ n	ɡɨn			
1315	k ɨ n	1134	None	many	1198	NanSang	kɨn	ruma1248	Nan Sang	24.019728	97.819736	83_many	k ɨ n	kɨn			
1316	r̥ ə ŋ + r̥ ə ŋ	1093 1094	None	long	1203	NamHsan	r̥әŋr̥әŋ	None	Namhsan	22.965064	97.163239	84_long	r̥ ə ŋ + r̥ ə ŋ	r̥әŋr̥әŋ			
1317	l̥ əː ŋ	1093	None	long	1203	KhunHawt	l̥әːŋ	None	Khun Hawt	22.965064	97.163239	84_long	l̥ əː ŋ	l̥әːŋ			
1318	l̥ əː ŋ	1093	None	long	1203	HtanHsan	l̥әːŋ	None	Htan Hsan	22.675133	97.289942	84_long	l̥ əː ŋ	l̥әːŋ			
1319	dʱ o ŋ	1093	None	long	1203	PangKham	d̤oŋ	None	Pangkham	22.672097	97.161167	84_long	dʱ o ŋ	d̤oŋ			
1320	t o ŋ	1093	None	long	1203	ManLoi	toŋ	None	Man Loi	22.636019	97.139264	84_long	t o ŋ	toŋ			
1321	d o ŋ	1093	None	long	1203	MengDan	doŋ	khan1274	Meng Dan	24.296522	98.379886	84_long	d o ŋ	doŋ			
1322	d o ŋ	1093	None	long	1203	ChuDongGua	doŋ	None	Chu Dong Gua	24.330889	98.393125	84_long	d o ŋ	doŋ			long
1323	t o ŋ	1093	None	long	1203	PongNuea	toŋ	None	Pong Nuea	20.321525	99.866817	84_long	t o ŋ	toŋ			
1324	t o k	1093	None	long	1203	NyaungGone	tok	None	Nyaung Gone	20.635025	96.545772	84_long	t o k	tok			
1325	t o ŋ	1093	None	long	1203	NoeLae	toŋ	None	Noe Lae	19.941803	99.044742	84_long	t o ŋ	toŋ			
1326	t o ŋ	1093	None	long	1203	BanPaw	toŋ	None	Ban Paw	21.311225	99.557550	84_long	t o ŋ	toŋ			long
1327	d o ŋ	1093	None	long	1203	ChaYeQing	doŋ	None	Cha Ye Qing	24.305717	98.463661	84_long	d o ŋ	doŋ			long
1328	d o ŋ	1093	None	long	1203	GuangKa	doŋ	ruma1248	Guang Ka	24.065714	97.796281	84_long	d o ŋ	doŋ			long
1329	d o ŋ	1093	None	long	1203	MangBang	doŋ	ruma1248	Mang Bang	24.416392	98.399078	84_long	d o ŋ	doŋ			
1330	d o ŋ	1093	None	long	1203	NanSang	doŋ	ruma1248	Nan Sang	24.019728	97.819736	84_long	d o ŋ	doŋ			
1331	n ɔ ʔ	703	None	full	1429	NamHsan	nɔɁ	None	Namhsan	22.965064	97.163239	85_full	n ɔ ʔ	nɔɁ			
1332	n o ʔ	703	None	full	1429	KhunHawt	noɁ	None	Khun Hawt	22.965064	97.163239	85_full	n o ʔ	noɁ			
1333	n au̯ ʔ	703	None	full	1429	HtanHsan	nauɁ	None	Htan Hsan	22.675133	97.289942	85_full	n au̯ ʔ	nauɁ			
1334	n o ʔ	703	None	full	1429	PangKham	noɁ	None	Pangkham	22.672097	97.161167	85_full	n o ʔ	noɁ			
1335	n o k	703	None	full	1429	ManLoi	nok	None	Man Loi	22.636019	97.139264	85_full	n o k	nok			
1336	n o ʔ	703	None	full	1429	MengDan	noʔ	khan1274	Meng Dan	24.296522	98.379886	85_full	n o ʔ	noʔ			
1337	n o k	703	None	full	1429	ChuDongGua	nok	None	Chu Dong Gua	24.330889	98.393125	85_full	n o k	nok			
1338	n ou̯ ʔ	703	None	full	1429	XiangZhaiTang	nouɁ	ruma1248	Xiang Zhai Tang	24.323819	98.556639	85_full	n ou̯ ʔ	nouɁ			
1339	n ou̯ ʔ	703	None	full	1429	PongNuea	nouɁ	None	Pong Nuea	20.321525	99.866817	85_full	n ou̯ ʔ	nouɁ			
1340	n ou̯ ʔ	703	None	full	1429	NyaungGone	nouʔ	None	Nyaung Gone	20.635025	96.545772	85_full	n ou̯ ʔ	nouʔ			
1341	n ou̯ ʔ	703	None	full	1429	NoeLae	nouɁ	None	Noe Lae	19.941803	99.044742	85_full	n ou̯ ʔ	nouɁ			
1342	n ou̯ ʔ	703	None	full	1429	BanPaw	nouɁ	None	Ban Paw	21.311225	99.557550	85_full	n ou̯ ʔ	nouɁ			
1343	n o k	703	None	full	1429	ChaYeQing	nok	None	Cha Ye Qing	24.305717	98.463661	85_full	n o k	nok			
1344	n o k	703	None	full	1429	GuangKa	nok	ruma1248	Guang Ka	24.065714	97.796281	85_full	n o k	nok			
1345	n o k	703	None	full	1429	MangBang	nok	ruma1248	Mang Bang	24.416392	98.399078	85_full	n o k	nok			
1346	n o k	703	None	full	1429	NanSang	nok	ruma1248	Nan Sang	24.019728	97.819736	85_full	n o k	nok			
1347	kʰ ɔ n + ʔ i + d - a m	1480 1479 1478	None	right side	1019	NamHsan	khɔn Ɂidam	None	Namhsan	22.965064	97.163239	86_rightside	kʰ ɔ n + ʔ i + d a m	khɔn Ɂidam			
1348	kʰ ɔ n + n a p	1029 1026	None	right side	1019	KhunHawt	khɔnnap	None	Khun Hawt	22.965064	97.163239	86_rightside	kʰ ɔ n + n a p	khɔnnap			side side
1349	kʰ ɔ n + n a p	1029 1026	None	right side	1019	HtanHsan	khɔnnap	None	Htan Hsan	22.675133	97.289942	86_rightside	kʰ ɔ n + n a p	khɔnnap			side side
1350	ʔ a + ʔ ɔ h	1479 1476	None	right side	1019	PangKham	ʔaʔɔh	None	Pangkham	22.672097	97.161167	86_rightside	ʔ a + ʔ ɔ h	ʔaʔɔh			
1351	ʔ a + ʔ ɔ h	1479 1476	None	right side	1019	ManLoi	ʔaʔɔh	None	Man Loi	22.636019	97.139264	86_rightside	ʔ a + ʔ ɔ h	ʔaʔɔh			
1352	d i ŋ + ʔ a + ʔ ɔi̯ h	1478 1479 1476	None	right side	1019	MengDan	diŋʔaʔɔjh	khan1274	Meng Dan	24.296522	98.379886	86_rightside	d i ŋ + ʔ a + ʔ ɔi̯ h	diŋʔaʔɔjh			
1353	d u/w a - + ʔ ɔi̯ h	1478 1476	None	right side	1019	ChuDongGua	dua?ɔjh	None	Chu Dong Gua	24.330889	98.393125	86_rightside	d u/w a + ʔ ɔi̯ h	dua?ɔjh			
1354	n a - + ʔ a h	1477 1476	None	right side	1019	XiangZhaiTang	naɁah	ruma1248	Xiang Zhai Tang	24.323819	98.556639	86_rightside	n a + ʔ a h	naɁah			
1355	ʔ a + ʔ a h	1479 1476	None	right side	1019	PongNuea	ʔaʔah	None	Pong Nuea	20.321525	99.866817	86_rightside	ʔ a + ʔ a h	ʔaʔah			
1356	ʔ a + ʔ a h	1479 1476	None	right side	1019	NyaungGone	ʔaʔăh	None	Nyaung Gone	20.635025	96.545772	86_rightside	ʔ a + ʔ a h	ʔaʔăh			
1357	ʔ a + ʔ a h	1479 1476	None	right side	1019	NoeLae	ɁaɁăh	None	Noe Lae	19.941803	99.044742	86_rightside	ʔ a + ʔ a h	ɁaɁăh		1	
1358	n a + ʔ a h	1026 1476	None	right side	1019	BanPaw	naɁăh	None	Ban Paw	21.311225	99.557550	86_rightside	n a + ʔ a h	naɁăh		0	side ?
1359	n a - + ʔ e h	1026 1476	None	right side	1019	ChaYeQing	naʔeh	None	Cha Ye Qing	24.305717	98.463661	86_rightside	n a + ʔ e h	naʔeh			side ?
1360	ʔ a + ʔ ɛ h	1479 1476	None	right side	1019	GuangKa	ɁaɁɛh	ruma1248	Guang Ka	24.065714	97.796281	86_rightside	ʔ a + ʔ ɛ h	ɁaɁɛh			
1361	ʔ a + ʔ ə h	1479 1476	None	right side	1019	MangBang	ɁaɁəh	ruma1248	Mang Bang	24.416392	98.399078	86_rightside	ʔ a + ʔ ə h	ɁaɁəh			
1362	ʔ a + ʔ ə h	1479 1476	None	right side	1019	NanSang	ɁaɁəh	ruma1248	Nan Sang	24.019728	97.819736	86_rightside	ʔ a + ʔ ə h	ɁaɁəh			
1363	kʰ ɔ n + ʔ i + v eː	1027 1028 1030	None	left side	244	NamHsan	khɔn Ɂiveː	None	Namhsan	22.965064	97.163239	87_leftside	kʰ ɔ n + ʔ i + v eː	khɔn Ɂiveː			
1364	kʰ ɔ n + k a - + n a p	1029 1027 1026	None	left side	244	KhunHawt	khɔnkanap	None	Khun Hawt	22.965064	97.163239	87_leftside	kʰ ɔ n + k a + n a p	khɔnkanap			side _-:sufix/ka side
1365	kʰ ɔ n + k a - + n a p	1029 1027 1026	None	left side	244	HtanHsan	khɔnkanap	None	Htan Hsan	22.675133	97.289942	87_leftside	kʰ ɔ n + k a + n a p	khɔnkanap			side _-:suffix/ka side
